vision_score,vad_score,oww_score,output
,0.540074,0.890624,1
,0.563315,0.992019,1
,0.499801,0.760000,1
,0.174990,0.001546,1
,0.548395,0.987300,1
,0.560562,0.991603,1
,0.558083,0.992903,1
,0.516218,0.991536,1
,0.511671,0.988986,1
,0.554819,0.991623,1
,0.290857,0.992535,1
,0.501797,0.991574,1
,0.490962,0.991781,1
,0.510222,0.991363,1
,0.510222,0.990882,1
,0.513706,0.988951,1
,0.504750,0.992731,1
,0.545541,0.992114,1
,0.422483,0.990712,1
,0.624565,0.992016,1
,0.462044,0.986964,1
,0.414069,0.981356,1
,0.390348,0.987776,1
,0.479249,0.989968,1
,0.463689,0.990942,1
,0.482255,0.990784,1
,0.497407,0.991083,1
,0.535956,0.990720,1
,0.499739,0.992258,1
,0.400956,0.989205,1
,0.727042,0.990778,1
,0.727042,0.989318,1
,0.698773,0.984506,1
,0.720209,0.988038,1
,0.689569,0.989328,1
,0.702605,0.990294,1
,0.392232,0.979190,1
,0.203631,0.992050,1
,0.470040,0.991287,1
,0.488840,0.988402,1
,0.491294,0.989074,1
,0.478190,0.989328,1
,0.412116,0.987143,1
,0.432516,0.992546,1
,0.465828,0.992600,1
,0.169075,0.989608,1
,0.187765,0.991971,1
,0.151409,0.979338,1
,0.071786,0.984810,1
,0.246473,0.990133,1
,0.116707,0.990861,1
,0.140851,0.990216,1
,0.178757,0.992130,1
,0.177210,0.992363,1
,0.183840,0.968235,1
,0.194305,0.989246,1
,0.292537,0.987773,1
,0.398466,0.986104,1
,0.347135,0.992633,1
,0.381185,0.700260,1
,0.287914,0.985262,1
,0.376269,0.992317,1
,0.374830,0.989871,1
,0.352764,0.989983,1
,0.470307,0.988127,1
,0.486467,0.988796,1
,0.366413,0.990011,1
,0.416006,0.986682,1
,0.433677,0.990211,1
,0.684158,0.984470,1
,0.646632,0.993458,1
,0.646632,0.993372,1
,0.607982,0.992640,1
,0.235428,0.987785,1
,0.412550,0.990307,1
,0.374883,0.964136,1
,0.420547,0.992241,1
,0.429459,0.984576,1
,0.411976,0.637326,1
,0.449572,0.983969,1
,0.634489,0.991452,1
,0.652409,0.992044,1
,0.225339,0.985433,1
0.098457,0.188294,0.012747,0
0.113622,0.417471,0.046551,1
0.255811,0.564798,0.026119,1
0.325921,0.380164,0.990286,1
0.341414,0.535333,0.263189,1
0.392007,0.288506,0.004840,1
0.397970,0.170852,0.001591,1
0.412789,0.255874,0.001254,1
0.417984,0.200545,0.005824,1
0.424465,0.187159,0.001342,1
0.429480,0.133152,0.001397,1
0.434575,0.253491,0.001334,1
0.436903,0.192254,0.001336,1
0.439296,0.342313,0.001911,1
0.444512,0.352889,0.001538,1
0.447030,0.319849,0.001602,1
0.452104,0.258000,0.001549,1
0.456115,0.274988,0.002250,1
0.339926,0.193924,0.101923,1
0.403096,0.402637,0.079849,1
0.424255,0.607317,0.751942,1
0.469883,0.774803,0.912228,1
0.497726,0.802014,0.043576,1
0.457634,0.674954,0.065200,1
0.438863,0.662383,0.025182,1
0.399227,0.730875,0.005202,1
0.352499,0.724122,0.993582,1
0.336734,0.688220,0.992154,1
0.321901,0.679550,0.991869,1
0.355871,0.274221,0.990959,1
0.382542,0.408915,0.993082,1
0.423487,0.221271,0.992722,1
0.440819,0.286422,0.991588,1
0.454815,0.102494,0.992365,1
0.472160,0.331203,0.992358,1
0.479267,0.190686,0.986963,1
0.490109,0.341159,0.965078,1
0.492965,0.381078,0.975022,1
0.497652,0.266406,0.637099,1
0.507919,0.122449,0.919167,1
0.510705,0.323803,0.005876,1
0.512933,0.422182,0.993733,1
0.515759,0.298483,0.002957,1
0.519118,0.311411,0.036052,1
0.520696,0.342407,0.833085,1
0.522098,0.123874,0.835752,1
0.523183,0.119065,0.990198,1
0.522184,0.087586,0.597102,1
0.520486,0.208343,0.002203,1
0.520211,0.459495,0.003560,1
0.513837,0.452980,0.003091,1
0.512612,0.428045,0.001306,1
0.511620,0.494305,0.001429,1
0.511751,0.438774,0.001603,1
0.512127,0.482501,0.001441,1
0.515645,0.257328,0.001501,1
0.515277,0.426294,0.001366,1
0.516773,0.377328,0.001308,1
0.516811,0.378738,0.001557,1
0.516711,0.513646,0.011093,1
0.514442,0.446400,0.001482,1
0.513932,0.315755,0.001404,1
0.514449,0.132402,0.007421,1
0.515033,0.482762,0.002582,1
0.515010,0.450188,0.001537,1
0.514234,0.290150,0.001310,1
0.513614,0.476802,0.001676,1
0.512276,0.382989,0.001362,1
0.511971,0.484361,0.001411,1
0.511698,0.487025,0.001305,1
0.509800,0.756689,0.992341,1
0.509305,0.775218,0.126497,1
0.504111,0.814587,0.079005,1
0.504293,0.833072,0.030922,1
0.172689,0.364114,0.001859,1
0.285015,0.572715,0.008235,1
0.358499,0.572331,0.292740,1
0.408615,0.647992,0.005128,1
0.440699,0.618432,0.004183,1
0.452128,0.598079,0.991993,1
0.468755,0.598079,0.004231,1
0.471376,0.425776,0.987839,1
0.477866,0.380990,0.001618,1
0.484829,0.602971,0.085729,1
0.488270,0.671128,0.035350,1
0.487593,0.694216,0.964119,1
0.489022,0.688032,0.025313,1
0.488789,0.713093,0.007151,1
0.492335,0.658124,0.771162,1
0.497251,0.708875,0.003377,1
0.498362,0.687570,0.658579,1
0.502239,0.653596,0.006171,1
0.504961,0.653596,0.030100,1
0.509457,0.664986,0.001884,1
0.516252,0.656265,0.009269,1
0.521249,0.669273,0.504009,1
0.524896,0.625913,0.018716,1
0.527060,0.663399,0.105128,1
0.527570,0.679514,0.616005,1
0.528497,0.674689,0.029231,1
0.504369,0.687234,0.046612,1
0.491971,0.683290,0.003752,1
0.476953,0.607917,0.002194,1
0.444809,0.607917,0.001521,1
0.407227,0.630968,0.010240,1
0.390723,0.543615,0.002764,1
0.385742,0.531269,0.173167,1
0.380678,0.661109,0.047340,1
0.378703,0.602993,0.005375,1
0.370056,0.571736,0.031383,1
0.363583,0.616155,0.992743,1
0.365587,0.694969,0.992621,1
0.377288,0.712613,0.993489,1
0.380203,0.514210,0.991653,1
0.381689,0.383751,0.003976,1
0.384264,0.189103,0.013974,1
0.384993,0.187351,0.002148,1
0.386668,0.357901,0.004796,1
0.386852,0.189710,0.001580,1
0.385635,0.077109,0.044884,1
0.387290,0.199084,0.064356,1
0.414198,0.098799,0.005989,1
0.445366,0.232627,0.006909,1
0.457945,0.331549,0.004209,1
0.466947,0.197894,0.016363,1
0.479312,0.191307,0.002468,1
0.495549,0.080913,0.003422,1
0.502676,0.098146,0.001316,1
0.502184,0.104894,0.121548,1
0.498170,0.632318,0.992442,1
0.495758,0.561835,0.945642,1
0.496441,0.612307,0.002415,1
0.501570,0.595188,0.025086,1
0.498684,0.643982,0.993256,1
0.496882,0.693118,0.993120,1
0.498258,0.713410,0.992507,1
0.497550,0.692342,0.156219,1
0.496298,0.693002,0.989760,1
0.493578,0.724354,0.991116,1
0.494142,0.707120,0.990517,1
0.496140,0.698729,0.993468,1
0.497043,0.679305,0.935750,1
0.169022,0.605519,0.153096,1
0.345568,0.647673,0.002131,1
0.315107,0.114046,0.681403,1
0.357862,0.482132,0.865928,1
0.326060,0.482132,0.991698,1
0.280707,0.485669,0.990650,1
0.321329,0.367543,0.298660,1
0.345585,0.370345,0.001727,1
0.361562,0.370345,0.001352,1
0.391945,0.203763,0.001482,1
0.403678,0.129706,0.002101,1
0.420686,0.115757,0.002415,1
0.422327,0.173137,0.004386,1
0.441864,0.102115,0.989429,1
0.447469,0.391244,0.241727,1
0.447637,0.528388,0.958119,1
0.453928,0.483299,0.804834,1
0.456494,0.557063,0.981246,1
0.468752,0.720310,0.960409,1
0.475465,0.730603,0.989405,1
0.488277,0.588585,0.014843,1
0.494111,0.658439,0.001688,1
0.501207,0.629069,0.068579,1
0.499863,0.610499,0.981020,1
0.502470,0.627102,0.179339,1
0.445890,0.236670,0.684998,1
0.386539,0.119073,0.918914,1
0.363685,0.427608,0.990834,1
0.333536,0.372329,0.543721,1
0.288335,0.157794,0.955330,1
0.286079,0.371916,0.965974,1
0.287329,0.452416,0.989660,1
0.298221,0.378606,0.945525,1
0.306317,0.271329,0.991571,1
0.316896,0.303887,0.690114,1
0.353292,0.415025,0.984851,1
0.395274,0.318834,0.976740,1
0.410517,0.424303,0.983880,1
0.424610,0.414879,0.002064,1
0.435864,0.170013,0.009572,1
0.458547,0.178056,0.002165,1
0.462663,0.172479,0.005641,1
0.468800,0.291177,0.550261,1
0.424154,0.798838,0.705138,1
0.411384,0.457177,0.888430,1
0.398815,0.491620,0.987694,1
0.395807,0.491666,0.005924,1
0.400141,0.536194,0.992975,1
0.392551,0.316230,0.810652,1
0.398795,0.163131,0.001261,1
0.400101,0.134051,0.001423,1
0.391216,0.392397,0.064078,1
0.396091,0.434920,0.991842,1
0.398832,0.494061,0.007593,1
0.396666,0.396718,0.983135,1
0.398786,0.434489,0.122223,1
0.399613,0.624383,0.001989,1
0.400535,0.610272,0.391065,1
0.401474,0.414425,0.826455,1
0.401498,0.477477,0.003388,1
0.403204,0.498810,0.017029,1
0.404328,0.531920,0.001397,1
0.403293,0.470940,0.001507,1
0.403001,0.173584,0.001379,1
0.407537,0.366816,0.002168,1
0.407815,0.138542,0.001668,1
0.407798,0.167444,0.016135,1
0.407379,0.085014,0.001356,1
0.406102,0.168288,0.252500,1
0.412783,0.168288,0.001640,1
0.412683,0.128920,0.001480,1
0.414731,0.046044,0.015940,1
0.415912,0.139202,0.001328,1
0.414384,0.154749,0.003563,1
0.364599,0.158487,0.001793,1
0.367237,0.158975,0.006807,1
0.367794,0.139384,0.002921,1
0.378154,0.120010,0.002203,1
0.390285,0.112338,0.004268,1
0.397098,0.292986,0.991727,1
0.401287,0.436841,0.991132,1
0.403203,0.178960,0.001756,1
0.400414,0.185764,0.992298,1
0.404181,0.283641,0.991706,1
0.404334,0.179380,0.112599,1
0.393139,0.523356,0.720393,1
0.386372,0.542980,0.176040,1
0.382014,0.590871,0.733276,1
0.390643,0.609937,0.005747,1
0.388892,0.549474,0.704005,1
0.385931,0.566075,0.003098,1
0.378461,0.466197,0.115041,1
0.403626,0.547424,0.220421,1
0.000000,0.251765,0.006839,0
0.000000,0.247679,0.051977,0
0.000000,0.126690,0.002994,0
0.000000,0.212064,0.662008,0
0.000000,0.533951,0.006015,0
0.000000,0.354816,0.972095,0
0.000000,0.505300,0.002219,0
0.000000,0.129233,0.002664,0
0.000000,0.074143,0.001308,0
0.000000,0.109846,0.001472,0
0.000000,0.429878,0.028067,0
0.000000,0.153050,0.004778,0
0.000000,0.144102,0.622452,0
0.000000,0.495997,0.003309,0
0.000000,0.449393,0.012159,0
0.000000,0.189446,0.001750,0
0.000000,0.090357,0.001259,0
0.000000,0.629112,0.085140,0
0.000000,0.107666,0.154321,0
0.000000,0.411791,0.001302,0
0.000000,0.545869,0.001731,0
0.000000,0.143664,0.001490,0
0.000000,0.073547,0.003943,0
0.000000,0.412922,0.032965,0
0.000000,0.478559,0.058421,0
0.000000,0.642499,0.727924,0
0.000000,0.680500,0.012312,0
0.000000,0.086548,0.013634,0
0.000000,0.650625,0.046118,0
0.000000,0.351798,0.002012,0
0.000000,0.515586,0.036232,0
0.000000,0.368042,0.107576,0
0.000000,0.127723,0.035619,0
0.000000,0.418876,0.001796,0
0.000000,0.560222,0.014865,0
0.000000,0.117541,0.001349,0
0.000000,0.263113,0.013073,0
0.000000,0.069706,0.005716,0
0.000000,0.078120,0.005422,0
0.000000,0.651323,0.759236,0
0.000000,0.758124,0.992740,0
0.000000,0.122563,0.001460,0
0.000000,0.688214,0.030139,0
0.000000,0.743826,0.915307,0
0.000000,0.220351,0.889870,0
0.000000,0.220351,0.006830,0
0.000000,0.175235,0.485625,0
0.000000,0.071553,0.005016,0
0.000000,0.422206,0.003312,0
0.000000,0.069520,0.001662,0
0.000000,0.599567,0.571497,0
0.000000,0.719116,0.006012,0
0.000000,0.794725,0.006186,0
0.000000,0.794725,0.783106,0
0.000000,0.167660,0.002047,0
0.000000,0.530719,0.029323,0
0.000000,0.689578,0.189379,0
0.000000,0.065337,0.002829,0
0.000000,0.287076,0.001278,0
0.000000,0.733717,0.022762,0
0.000000,0.328273,0.002320,0
0.000000,0.598179,0.092676,0
0.000000,0.677638,0.002976,0
0.000000,0.555662,0.012378,0
0.000000,0.382963,0.001432,0
0.000000,0.390264,0.001441,0
0.000000,0.131503,0.002009,0
0.000000,0.099961,0.001492,0
0.000000,0.428564,0.003888,0
0.000000,0.071006,0.003978,0
0.000000,0.480902,0.210056,0
0.000000,0.745797,0.003619,0
0.000000,0.665500,0.007997,0
0.000000,0.628393,0.074522,0
0.000000,0.509458,0.154778,0
0.000000,0.076219,0.003677,0
0.000000,0.168216,0.002980,0
0.000000,0.566414,0.003281,0
0.000000,0.405601,0.002140,0
0.000000,0.201165,0.001408,0
0.000000,0.048542,0.007294,0
0.000000,0.319114,0.001725,0
0.000000,0.116002,0.001735,0
0.000000,0.141060,0.002963,0
0.000000,0.047238,0.002120,0
0.000000,0.231756,0.692267,0
0.000000,0.088780,0.003851,0
0.000000,0.302060,0.002146,0
0.000000,0.061534,0.001445,0
0.000000,0.102653,0.001458,0
0.000000,0.235224,0.008862,0
0.000000,0.082023,0.001229,0
0.000000,0.100991,0.001298,0
0.000000,0.420982,0.072670,0
0.000000,0.113776,0.001540,0
0.000000,0.113776,0.024100,0
0.000000,0.185588,0.001772,0
0.000000,0.353830,0.005403,0
0.000000,0.631204,0.001630,0
0.000000,0.539530,0.006298,0
0.000000,0.631261,0.002128,0
0.000000,0.467676,0.659525,0
0.000000,0.340385,0.001691,0
0.000000,0.128370,0.006205,0
0.000000,0.346264,0.492729,0
0.000000,0.055359,0.001414,0
0.000000,0.573647,0.066249,0
0.000000,0.070624,0.001709,0
0.000000,0.112220,0.002156,0
0.000000,0.400122,0.058170,0
0.000000,0.088790,0.008835,0
0.000000,0.090299,0.972086,0
0.000000,0.071745,0.001422,0
0.000000,0.575106,0.078439,0
0.000000,0.153792,0.001522,0
0.000000,0.103069,0.002548,0
0.000000,0.403128,0.002968,0
0.000000,0.387243,0.101857,0
0.000000,0.123708,0.001237,0
0.000000,0.184901,0.001752,0
0.000000,0.569712,0.611830,0
0.000000,0.156676,0.001831,0
0.000000,0.538427,0.010229,0
0.000000,0.099640,0.001477,0
0.000000,0.099640,0.043813,0
0.000000,0.189413,0.001278,0
0.000000,0.341076,0.002064,0
0.000000,0.736621,0.002509,0
0.000000,0.353375,0.001470,0
0.000000,0.429020,0.002469,0
0.000000,0.069390,0.001236,0
0.000000,0.422658,0.001940,0
0.000000,0.444141,0.012579,0
0.000000,0.393960,0.001305,0
0.000000,0.387912,0.017271,0
0.000000,0.427450,0.001306,0
0.000000,0.353388,0.372485,0
0.000000,0.347416,0.235050,0
0.000000,0.579639,0.005389,0
0.000000,0.288299,0.001653,0
0.000000,0.637310,0.406569,0
0.000000,0.374911,0.001321,0
0.000000,0.066789,0.001543,0
0.000000,0.120315,0.001849,0
0.000000,0.068872,0.001300,0
0.000000,0.090265,0.001615,0
0.000000,0.071481,0.480986,0
0.000000,0.049818,0.979542,0
0.000000,0.418423,0.037826,0
0.000000,0.119300,0.067520,0
0.000000,0.357380,0.017829,0
0.000000,0.489079,0.073092,0
0.000000,0.291259,0.003477,0
0.000000,0.600610,0.022591,0
0.000000,0.477301,0.970107,0
0.000000,0.367543,0.020883,0
0.000000,0.516324,0.002696,0
0.000000,0.120001,0.007509,0
0.000000,0.153042,0.003912,0
0.000000,0.390043,0.006238,0
0.000000,0.144697,0.006743,0
0.000000,0.376917,0.239462,0
0.000000,0.672978,0.969310,0
0.000000,0.521552,0.446124,0
0.000000,0.175064,0.001808,0
0.000000,0.194036,0.015751,0
0.000000,0.630942,0.793394,0
0.000000,0.346544,0.001492,0
0.000000,0.526555,0.016158,0
0.000000,0.122037,0.001522,0
0.000000,0.077948,0.977131,0
0.000000,0.380434,0.369583,0
0.000000,0.062526,0.701537,0
0.000000,0.051535,0.078526,0
0.000000,0.484739,0.457315,0
0.000000,0.152545,0.011445,0
0.000000,0.098905,0.002740,0
0.000000,0.182305,0.030907,0
0.000000,0.213129,0.002669,0
0.000000,0.098445,0.027429,0
0.000000,0.107413,0.003763,0
0.000000,0.116336,0.002627,0
0.000000,0.333287,0.002508,0
0.000000,0.630888,0.009596,0
0.000000,0.443589,0.004063,0
0.000000,0.192727,0.912715,0
0.000000,0.681429,0.007573,0
0.000000,0.571205,0.003341,0
0.000000,0.121987,0.001527,0
0.000000,0.226544,0.003024,0
0.000000,0.101756,0.001449,0
0.000000,0.101756,0.020360,0
0.000000,0.130322,0.003765,0
0.000000,0.248201,0.005043,0
0.000000,0.432366,0.007567,0
0.000000,0.130615,0.306097,0
0.000000,0.296036,0.002826,0
0.000000,0.092863,0.002417,0
0.000000,0.496165,0.013137,0
0.000000,0.187804,0.148358,0
0.000000,0.187804,0.001257,0
0.000000,0.109607,0.003543,0
0.000000,0.087330,0.009880,0
0.000000,0.172668,0.003791,0
0.000000,0.403974,0.006649,0
0.000000,0.366199,0.005355,0
0.000000,0.701081,0.020518,0
0.000000,0.149644,0.053954,0
0.000000,0.269013,0.001317,0
0.000000,0.141646,0.006596,0
0.000000,0.346962,0.001372,0
0.000000,0.100609,0.001792,0
0.000000,0.180129,0.001268,0
0.000000,0.085496,0.053945,0
0.000000,0.202641,0.003461,0
0.000000,0.070674,0.001379,0
0.000000,0.068889,0.001539,0
0.000000,0.166942,0.001444,0
0.000000,0.621920,0.009105,0
0.000000,0.097975,0.002850,0
0.000000,0.642021,0.989843,0
0.000000,0.541064,0.005999,0
0.000000,0.678732,0.006626,0
0.000000,0.677331,0.008522,0
0.000000,0.440501,0.063185,0
0.000000,0.440501,0.045865,0
0.000000,0.168470,0.045592,0
0.000000,0.077789,0.001428,0
0.000000,0.132002,0.003247,0
0.000000,0.354217,0.337949,0
0.000000,0.581576,0.002471,0
0.000000,0.095215,0.001576,0
0.000000,0.088885,0.008255,0
0.000000,0.083861,0.001413,0
0.000000,0.156204,0.001766,0
0.000000,0.517216,0.282253,0
0.000000,0.607145,0.048940,0
0.000000,0.287823,0.001931,0
0.000000,0.214921,0.002290,0
0.000000,0.526495,0.015892,0
0.000000,0.128173,0.004663,0
0.000000,0.526402,0.003260,0
0.000000,0.106358,0.001721,0
0.000000,0.168892,0.004170,0
0.000000,0.547650,0.006501,0
0.000000,0.547650,0.017649,0
0.000000,0.289432,0.002402,0
0.000000,0.712661,0.233365,0
0.000000,0.470927,0.013440,0
0.000000,0.470927,0.034694,0
0.000000,0.071780,0.001311,0
0.000000,0.087610,0.013319,0
0.000000,0.103546,0.332155,0
0.000000,0.066567,0.003033,0
0.000000,0.426807,0.027475,0
0.000000,0.269386,0.031207,0
0.000000,0.750865,0.480090,0
0.000000,0.589283,0.796666,0
0.000000,0.574441,0.002288,0
0.000000,0.327927,0.014748,0
0.000000,0.134805,0.130992,0
0.000000,0.079636,0.001760,0
0.000000,0.249749,0.001594,0
0.000000,0.308193,0.198109,0
0.000000,0.107255,0.004048,0
0.000000,0.107255,0.001364,0
0.000000,0.381030,0.007088,0
0.000000,0.581105,0.013159,0
0.000000,0.105768,0.933408,0
0.000000,0.064814,0.004895,0
0.000000,0.077485,0.030038,0
0.000000,0.669607,0.007893,0
0.000000,0.078154,0.095581,0
0.000000,0.163210,0.001305,0
0.000000,0.106229,0.003896,0
0.000000,0.113893,0.003798,0
0.000000,0.144910,0.021497,0
0.000000,0.307175,0.004831,0
0.000000,0.589766,0.001624,0
0.000000,0.428437,0.012562,0
0.000000,0.221574,0.004641,0
0.000000,0.120864,0.767577,0
0.000000,0.557398,0.130278,0
0.000000,0.691986,0.346714,0
0.000000,0.471552,0.007519,0
0.000000,0.485068,0.012710,0
0.000000,0.365297,0.002169,0
0.000000,0.663989,0.003066,0
0.000000,0.690424,0.040539,0
0.000000,0.336560,0.706901,0
0.000000,0.399986,0.143230,0
0.000000,0.249949,0.330746,0
0.000000,0.176973,0.156676,0
0.000000,0.159579,0.001390,0
0.000000,0.407408,0.280790,0
0.000000,0.394765,0.001851,0
0.000000,0.479997,0.003165,0
0.000000,0.561624,0.932167,0
0.000000,0.594927,0.133750,0
0.000000,0.127655,0.001456,0
0.000000,0.127655,0.276495,0
0.000000,0.416990,0.104864,0
0.000000,0.366230,0.001377,0
0.000000,0.188491,0.001338,0
0.000000,0.130003,0.003354,0
0.000000,0.139201,0.002746,0
0.000000,0.152102,0.012959,0
0.000000,0.164930,0.006219,0
0.000000,0.202375,0.001735,0
0.000000,0.232083,0.033495,0
0.000000,0.046640,0.001265,0
0.000000,0.314692,0.513536,0
0.000000,0.115065,0.001646,0
0.000000,0.130219,0.001742,0
0.000000,0.113069,0.001512,0
0.000000,0.226051,0.002661,0
0.000000,0.691069,0.019517,0
0.000000,0.451220,0.935385,0
0.000000,0.553043,0.009198,0
0.000000,0.346170,0.002251,0
0.000000,0.368530,0.037696,0
0.000000,0.135784,0.001373,0
0.000000,0.128800,0.004337,0
0.000000,0.072806,0.002952,0
0.000000,0.671211,0.007415,0
0.000000,0.339065,0.003459,0
0.000000,0.503797,0.002529,0
0.000000,0.072265,0.002187,0
0.000000,0.503791,0.001512,0
0.000000,0.581155,0.052677,0
0.000000,0.462955,0.991289,0
0.000000,0.618451,0.005010,0
0.000000,0.730725,0.004657,0
0.000000,0.072571,0.001749,0
0.000000,0.072571,0.002785,0
0.000000,0.363614,0.129665,0
0.000000,0.378549,0.002365,0
0.000000,0.211236,0.018411,0
0.000000,0.468022,0.641941,0
0.000000,0.468022,0.001264,0
0.000000,0.234641,0.002546,0
0.000000,0.371967,0.003365,0
0.000000,0.127078,0.039997,0
0.000000,0.053652,0.001495,0
0.000000,0.475131,0.001895,0
0.000000,0.274903,0.001856,0
0.000000,0.584749,0.002860,0
0.000000,0.170801,0.955538,0
0.000000,0.063786,0.003759,0
0.000000,0.069546,0.001785,0
0.000000,0.082622,0.015476,0
0.000000,0.385813,0.068296,0
0.000000,0.486143,0.038392,0
0.000000,0.249862,0.002359,0
0.000000,0.106698,0.004415,0
0.000000,0.106698,0.004765,0
0.000000,0.529872,0.004187,0
0.000000,0.478207,0.002693,0
0.000000,0.514301,0.286234,0
0.000000,0.066925,0.001186,0
0.000000,0.514676,0.002799,0
0.000000,0.496592,0.003437,0
0.000000,0.679320,0.803762,0
0.000000,0.329708,0.002068,0
0.000000,0.413431,0.022916,0
0.000000,0.262214,0.008340,0
0.000000,0.208684,0.004087,0
0.000000,0.113313,0.001756,0
0.000000,0.178881,0.001543,0
0.000000,0.129921,0.002615,0
0.000000,0.682108,0.194030,0
0.000000,0.412028,0.001313,0
0.000000,0.406975,0.166271,0
0.000000,0.410018,0.024744,0
0.000000,0.079925,0.002021,0
0.000000,0.502103,0.002240,0
0.000000,0.193142,0.003535,0
0.000000,0.088636,0.001417,0
0.000000,0.172086,0.006186,0
0.000000,0.072371,0.009664,0
0.000000,0.070359,0.002466,0
0.000000,0.350593,0.009532,0
0.000000,0.784850,0.945647,0
0.000000,0.069912,0.007194,0
0.000000,0.714587,0.968539,0
0.000000,0.766249,0.014749,0
0.000000,0.073264,0.001494,0
0.000000,0.302015,0.003496,0
0.000000,0.771193,0.114321,0
0.000000,0.070027,0.001801,0
0.000000,0.537517,0.002557,0
0.000000,0.183197,0.001583,0
0.000000,0.593402,0.025960,0
0.000000,0.109285,0.004151,0
0.000000,0.179934,0.005604,0
0.000000,0.094064,0.001392,0
0.000000,0.163528,0.001468,0
0.000000,0.059243,0.005053,0
0.000000,0.622547,0.046567,0
0.000000,0.461300,0.249672,0
0.000000,0.167733,0.001301,0
0.000000,0.167733,0.004009,0
0.000000,0.536819,0.011382,0
0.000000,0.139035,0.003316,0
0.000000,0.152137,0.001912,0
0.000000,0.073134,0.004284,0
0.000000,0.463596,0.387932,0
0.000000,0.196606,0.003585,0
0.000000,0.115014,0.001368,0
0.000000,0.283342,0.005214,0
0.000000,0.112428,0.731859,0
0.000000,0.046082,0.026206,0
0.000000,0.187045,0.035674,0
0.000000,0.251892,0.659166,0
0.000000,0.431898,0.983862,0
0.000000,0.055104,0.003192,0
0.000000,0.640813,0.079701,0
0.000000,0.176099,0.001300,0
0.000000,0.334143,0.333716,0
0.000000,0.125359,0.001490,0
0.000000,0.144571,0.001285,0
0.000000,0.291499,0.001353,0
0.000000,0.096470,0.010872,0
0.000000,0.096470,0.003219,0
0.000000,0.281805,0.001928,0
0.000000,0.276789,0.002860,0
0.000000,0.171277,0.001333,0
0.000000,0.056945,0.040553,0
0.000000,0.108884,0.001797,0
0.000000,0.091627,0.009540,0
0.000000,0.244453,0.001710,0
0.000000,0.187716,0.102333,0
0.000000,0.257919,0.413390,0
0.000000,0.164313,0.001777,0
0.000000,0.164313,0.002109,0
0.000000,0.508619,0.030081,0
0.000000,0.217093,0.007059,0
0.000000,0.217093,0.002143,0
0.000000,0.710729,0.951773,0
0.000000,0.731898,0.024961,0
0.000000,0.250439,0.037868,0
0.000000,0.084140,0.014037,0
0.000000,0.077218,0.001712,0
0.000000,0.193865,0.004737,0
0.000000,0.109854,0.003140,0
0.000000,0.433537,0.005193,0
0.000000,0.147035,0.045260,0
0.000000,0.171003,0.001672,0
0.000000,0.482887,0.937698,0
